statecode,policyID,county_name,line
FL,706843,PALM BEACH COUNTY,Residential
FL,956963,PALM BEACH COUNTY,Residential
FL,992621,PALM BEACH COUNTY,Residential
FL,382589,PALM BEACH COUNTY,Residential
FL,984533,PALM BEACH COUNTY,Residential
FL,630756,PALM BEACH COUNTY,Residential
FL,418447,PALM BEACH COUNTY,Residential
FL,910135,PALM BEACH COUNTY,Residential
FL,606930,PALM BEACH COUNTY,Residential
FL,850239,PALM BEACH COUNTY,Residential
FL,223533,PALM BEACH COUNTY,Commercial
FL,311978,PALM BEACH COUNTY,Residential
FL,453483,PALM BEACH COUNTY,Commercial
FL,549209,PALM BEACH COUNTY,Commercial
FL,715125,PALM BEACH COUNTY,Commercial
FL,653598,PALM BEACH COUNTY,Commercial
FL,549631,PALM BEACH COUNTY,Residential
FL,251892,PALM BEACH COUNTY,Commercial
FL,835364,PALM BEACH COUNTY,Residential
FL,346152,PALM BEACH COUNTY,Residential
FL,855370,PALM BEACH COUNTY,Residential
FL,217483,PALM BEACH COUNTY,Residential
FL,613397,PALM BEACH COUNTY,Residential
FL,320787,PALM BEACH COUNTY,Residential
FL,572618,PALM BEACH COUNTY,Residential
FL,161944,PALM BEACH COUNTY,Residential
FL,944969,PALM BEACH COUNTY,Residential
FL,945181,PALM BEACH COUNTY,Residential
FL,935771,PALM BEACH COUNTY,Residential
FL,836448,PALM BEACH COUNTY,Residential
FL,303527,PALM BEACH COUNTY,Residential
FL,679882,PALM BEACH COUNTY,Residential
FL,214225,PALM BEACH COUNTY,Residential
FL,330270,PALM BEACH COUNTY,Residential
FL,446851,PALM BEACH COUNTY,Residential
FL,641720,PALM BEACH COUNTY,Residential
FL,706114,PALM BEACH COUNTY,Residential
FL,242891,PALM BEACH COUNTY,Residential
FL,547248,PALM BEACH COUNTY,Commercial
FL,491914,PALM BEACH COUNTY,Residential
FL,995209,PALM BEACH COUNTY,Residential
FL,725327,PALM BEACH COUNTY,Commercial
FL,637794,PALM BEACH COUNTY,Commercial
FL,134976,PALM BEACH COUNTY,Commercial
FL,458465,PALM BEACH COUNTY,Commercial
FL,439810,PALM BEACH COUNTY,Residential
FL,665789,PALM BEACH COUNTY,Residential
FL,308246,PALM BEACH COUNTY,Residential
FL,799923,PALM BEACH COUNTY,Residential
FL,803010,PALM BEACH COUNTY,Residential
FL,401928,PALM BEACH COUNTY,Residential
FL,750553,PALM BEACH COUNTY,Residential
FL,677588,PALM BEACH COUNTY,Residential
FL,407796,PALM BEACH COUNTY,Residential
FL,217936,PALM BEACH COUNTY,Commercial
FL,954776,PALM BEACH COUNTY,Residential
FL,702559,PALM BEACH COUNTY,Residential
FL,995090,PALM BEACH COUNTY,Commercial
FL,480656,PALM BEACH COUNTY,Commercial
FL,922704,PALM BEACH COUNTY,Residential
FL,852852,PALM BEACH COUNTY,Residential
FL,589233,PALM BEACH COUNTY,Residential
FL,226139,PALM BEACH COUNTY,Commercial
FL,581184,PALM BEACH COUNTY,Commercial
FL,597128,PALM BEACH COUNTY,Commercial
FL,121564,PALM BEACH COUNTY,Residential
FL,760692,PALM BEACH COUNTY,Residential
FL,594597,PALM BEACH COUNTY,Residential
FL,479061,PALM BEACH COUNTY,Commercial
FL,562100,PALM BEACH COUNTY,Commercial
FL,490662,PALM BEACH COUNTY,Residential
FL,141015,PALM BEACH COUNTY,Residential
FL,884943,PALM BEACH COUNTY,Residential
FL,497410,PALM BEACH COUNTY,Residential
FL,802926,PALM BEACH COUNTY,Residential
FL,941866,PALM BEACH COUNTY,Residential
FL,960533,PALM BEACH COUNTY,Residential
FL,387601,PALM BEACH COUNTY,Residential
FL,235393,PALM BEACH COUNTY,Residential
FL,772629,PALM BEACH COUNTY,Commercial
FL,892956,PALM BEACH COUNTY,Commercial
FL,201569,PALM BEACH COUNTY,Commercial
FL,205217,PALM BEACH COUNTY,Residential
FL,263262,PALM BEACH COUNTY,Commercial
FL,523054,PALM BEACH COUNTY,Residential
FL,592481,PALM BEACH COUNTY,Residential
FL,757129,PALM BEACH COUNTY,Residential
FL,445325,PALM BEACH COUNTY,Residential
FL,572022,PALM BEACH COUNTY,Residential
FL,941823,PALM BEACH COUNTY,Residential
FL,326964,PALM BEACH COUNTY,Residential
FL,288390,PALM BEACH COUNTY,Residential
FL,130654,PALM BEACH COUNTY,Residential
FL,891346,PALM BEACH COUNTY,Residential
FL,797138,PALM BEACH COUNTY,Residential
FL,812607,PALM BEACH COUNTY,Residential
FL,444142,PALM BEACH COUNTY,Residential
FL,352176,PALM BEACH COUNTY,Residential
FL,506663,PALM BEACH COUNTY,Residential
FL,658052,PALM BEACH COUNTY,Residential
FL,668817,PALM BEACH COUNTY,Residential
FL,475060,PALM BEACH COUNTY,Residential
FL,343440,PALM BEACH COUNTY,Residential
FL,189907,PALM BEACH COUNTY,Residential
FL,766920,PALM BEACH COUNTY,Commercial
FL,388511,PALM BEACH COUNTY,Commercial
FL,125621,PALM BEACH COUNTY,Residential
FL,405540,PALM BEACH COUNTY,Residential
FL,414146,PALM BEACH COUNTY,Residential
FL,192716,PALM BEACH COUNTY,Commercial
FL,546402,PALM BEACH COUNTY,Residential
FL,379983,PALM BEACH COUNTY,Residential
FL,667149,PALM BEACH COUNTY,Residential
FL,662103,PALM BEACH COUNTY,Residential
FL,416062,PALM BEACH COUNTY,Residential
FL,172102,PALM BEACH COUNTY,Commercial
FL,264183,PALM BEACH COUNTY,Commercial
FL,886582,PALM BEACH COUNTY,Residential
FL,460927,PALM BEACH COUNTY,Residential
FL,393850,PALM BEACH COUNTY,Commercial
FL,275398,PALM BEACH COUNTY,Commercial
FL,500145,PALM BEACH COUNTY,Commercial
FL,375367,PALM BEACH COUNTY,Commercial
FL,515029,PALM BEACH COUNTY,Commercial
FL,588052,PALM BEACH COUNTY,Residential
FL,326292,PALM BEACH COUNTY,Residential
FL,899169,PALM BEACH COUNTY,Residential
FL,305250,PALM BEACH COUNTY,Commercial
FL,492295,PALM BEACH COUNTY,Residential
FL,865910,PALM BEACH COUNTY,Residential
FL,704250,PALM BEACH COUNTY,Residential
FL,296488,PALM BEACH COUNTY,Residential
FL,937829,PALM BEACH COUNTY,Residential
FL,368906,PALM BEACH COUNTY,Residential
FL,934474,PALM BEACH COUNTY,Residential
FL,680993,PALM BEACH COUNTY,Residential
FL,190115,PALM BEACH COUNTY,Residential
FL,734433,PALM BEACH COUNTY,Residential
FL,857382,PALM BEACH COUNTY,Residential
FL,431027,PALM BEACH COUNTY,Residential
FL,146018,PALM BEACH COUNTY,Residential
FL,499223,PALM BEACH COUNTY,Residential
FL,278895,PALM BEACH COUNTY,Residential
FL,629613,PALM BEACH COUNTY,Residential
FL,980157,PALM BEACH COUNTY,Residential
FL,750253,PALM BEACH COUNTY,Residential
FL,660020,PALM BEACH COUNTY,Residential
FL,488614,PALM BEACH COUNTY,Residential
FL,908895,PALM BEACH COUNTY,Residential
FL,721681,PALM BEACH COUNTY,Residential
FL,489373,PALM BEACH COUNTY,Residential
FL,860966,PALM BEACH COUNTY,Residential
FL,126758,PALM BEACH COUNTY,Residential
FL,533143,PALM BEACH COUNTY,Residential
FL,135545,PALM BEACH COUNTY,Residential
FL,594630,PALM BEACH COUNTY,Residential
FL,646981,PALM BEACH COUNTY,Residential
FL,682745,PALM BEACH COUNTY,Residential
FL,684040,PALM BEACH COUNTY,Residential
FL,697991,PALM BEACH COUNTY,Residential
FL,510029,PALM BEACH COUNTY,Residential
FL,276628,PALM BEACH COUNTY,Residential
FL,183646,PALM BEACH COUNTY,Residential
FL,137163,PALM BEACH COUNTY,Residential
FL,235246,PALM BEACH COUNTY,Residential
FL,356999,PALM BEACH COUNTY,Residential
FL,845662,PALM BEACH COUNTY,Residential
FL,362315,PALM BEACH COUNTY,Residential
FL,947364,PALM BEACH COUNTY,Residential
FL,109244,PALM BEACH COUNTY,Residential
FL,537750,PALM BEACH COUNTY,Residential
FL,977960,PALM BEACH COUNTY,Residential
FL,341984,PALM BEACH COUNTY,Residential
FL,732148,PALM BEACH COUNTY,Residential
FL,181610,PALM BEACH COUNTY,Residential
FL,374960,PALM BEACH COUNTY,Residential
FL,642503,PALM BEACH COUNTY,Residential
FL,922451,PALM BEACH COUNTY,Residential
FL,811511,PALM BEACH COUNTY,Residential
FL,823490,PALM BEACH COUNTY,Residential
FL,454495,PALM BEACH COUNTY,Commercial
FL,693264,PALM BEACH COUNTY,Residential
FL,103129,PALM BEACH COUNTY,Commercial
FL,577054,PALM BEACH COUNTY,Residential
FL,831586,PALM BEACH COUNTY,Residential
FL,424172,PALM BEACH COUNTY,Residential
FL,555954,PALM BEACH COUNTY,Residential
FL,273498,PALM BEACH COUNTY,Residential
FL,189865,PALM BEACH COUNTY,Residential
FL,660797,PALM BEACH COUNTY,Residential
FL,298222,PALM BEACH COUNTY,Residential
FL,270554,PALM BEACH COUNTY,Residential
FL,517671,PALM BEACH COUNTY,Residential
FL,852184,PALM BEACH COUNTY,Residential
FL,676776,PALM BEACH COUNTY,Residential
FL,271597,PALM BEACH COUNTY,Residential
FL,883785,PALM BEACH COUNTY,Residential
FL,690751,PALM BEACH COUNTY,Residential
FL,890999,PALM BEACH COUNTY,Commercial
FL,367319,PALM BEACH COUNTY,Residential
FL,703333,PALM BEACH COUNTY,Residential
FL,730627,PALM BEACH COUNTY,Residential
FL,593147,PALM BEACH COUNTY,Residential
FL,693869,PALM BEACH COUNTY,Residential
FL,233641,PALM BEACH COUNTY,Residential
FL,816574,PALM BEACH COUNTY,Commercial
FL,408370,PALM BEACH COUNTY,Residential
FL,558949,PALM BEACH COUNTY,Residential
FL,717819,PALM BEACH COUNTY,Residential
FL,747309,PALM BEACH COUNTY,Residential
FL,400753,PALM BEACH COUNTY,Residential
FL,463780,PALM BEACH COUNTY,Residential
FL,426758,PALM BEACH COUNTY,Residential
FL,730330,PALM BEACH COUNTY,Residential
FL,245397,PALM BEACH COUNTY,Residential
FL,131577,PALM BEACH COUNTY,Residential
FL,338595,PALM BEACH COUNTY,Residential
FL,180323,PALM BEACH COUNTY,Residential
FL,891803,PALM BEACH COUNTY,Residential
FL,381277,PALM BEACH COUNTY,Residential
FL,792213,PALM BEACH COUNTY,Residential
FL,831621,PALM BEACH COUNTY,Residential
FL,971501,PALM BEACH COUNTY,Commercial
FL,855055,PALM BEACH COUNTY,Residential
FL,432049,PALM BEACH COUNTY,Residential
FL,331860,PALM BEACH COUNTY,Residential
FL,797206,PALM BEACH COUNTY,Residential
FL,781146,PALM BEACH COUNTY,Residential
FL,440495,PALM BEACH COUNTY,Commercial
FL,617035,PALM BEACH COUNTY,Commercial
FL,329404,PALM BEACH COUNTY,Residential
FL,254881,PALM BEACH COUNTY,Residential
FL,706807,PALM BEACH COUNTY,Residential
FL,895342,PALM BEACH COUNTY,Residential
FL,827459,PALM BEACH COUNTY,Residential
FL,280237,PALM BEACH COUNTY,Commercial
FL,509552,PALM BEACH COUNTY,Commercial
FL,827708,PALM BEACH COUNTY,Residential
FL,563944,PALM BEACH COUNTY,Residential
FL,415126,PALM BEACH COUNTY,Residential
FL,648200,PALM BEACH COUNTY,Residential
FL,483686,PALM BEACH COUNTY,Residential
FL,189043,PALM BEACH COUNTY,Commercial
FL,789521,PALM BEACH COUNTY,Residential
FL,696257,PALM BEACH COUNTY,Residential
FL,403813,PALM BEACH COUNTY,Residential
FL,458205,PALM BEACH COUNTY,Commercial
FL,565318,PALM BEACH COUNTY,Commercial
FL,246886,PALM BEACH COUNTY,Residential
FL,117693,PALM BEACH COUNTY,Residential
FL,942117,PALM BEACH COUNTY,Residential
FL,148326,PALM BEACH COUNTY,Residential
FL,504543,PALM BEACH COUNTY,Residential
FL,568380,PALM BEACH COUNTY,Residential
FL,887874,PALM BEACH COUNTY,Residential
FL,196710,PALM BEACH COUNTY,Residential
FL,133725,PALM BEACH COUNTY,Residential
FL,480505,PALM BEACH COUNTY,Commercial
FL,684330,PALM BEACH COUNTY,Residential
FL,593321,PALM BEACH COUNTY,Residential
FL,395450,PALM BEACH COUNTY,Residential
FL,752541,PALM BEACH COUNTY,Residential
FL,794163,PALM BEACH COUNTY,Residential
FL,602836,PALM BEACH COUNTY,Residential
FL,294746,PALM BEACH COUNTY,Residential
FL,936975,PALM BEACH COUNTY,Residential
FL,798998,PALM BEACH COUNTY,Residential
FL,806814,PALM BEACH COUNTY,Residential
FL,738503,PALM BEACH COUNTY,Commercial
FL,412704,PALM BEACH COUNTY,Commercial
FL,601475,PALM BEACH COUNTY,Residential
FL,576131,PALM BEACH COUNTY,Residential
FL,253604,PALM BEACH COUNTY,Residential
FL,721709,PALM BEACH COUNTY,Residential
FL,385828,PALM BEACH COUNTY,Residential
FL,318453,PALM BEACH COUNTY,Residential
FL,282834,PALM BEACH COUNTY,Residential
FL,912559,PALM BEACH COUNTY,Residential
FL,109325,PALM BEACH COUNTY,Residential
FL,911623,PALM BEACH COUNTY,Residential
FL,496789,PALM BEACH COUNTY,Residential
FL,118617,PALM BEACH COUNTY,Residential
FL,866862,PALM BEACH COUNTY,Residential
FL,214383,PALM BEACH COUNTY,Residential
FL,824161,PALM BEACH COUNTY,Residential
FL,394608,PALM BEACH COUNTY,Residential
FL,303865,PALM BEACH COUNTY,Residential
FL,765017,PALM BEACH COUNTY,Residential
FL,581582,PALM BEACH COUNTY,Residential
FL,598218,PALM BEACH COUNTY,Residential
FL,252067,PALM BEACH COUNTY,Residential
FL,405614,PALM BEACH COUNTY,Residential
FL,689398,PALM BEACH COUNTY,Residential
FL,101895,PALM BEACH COUNTY,Residential
FL,782141,PALM BEACH COUNTY,Residential
FL,820631,PALM BEACH COUNTY,Residential
FL,215373,PALM BEACH COUNTY,Residential
FL,916301,PALM BEACH COUNTY,Residential
FL,833189,PALM BEACH COUNTY,Residential
FL,430312,PALM BEACH COUNTY,Residential
FL,897654,PALM BEACH COUNTY,Residential
FL,695935,PALM BEACH COUNTY,Residential
FL,685542,PALM BEACH COUNTY,Residential
FL,583475,PALM BEACH COUNTY,Residential
FL,500276,PALM BEACH COUNTY,Residential
FL,265212,PALM BEACH COUNTY,Residential
FL,278888,PALM BEACH COUNTY,Residential
FL,191379,PALM BEACH COUNTY,Residential
FL,481429,PALM BEACH COUNTY,Residential
FL,979612,PALM BEACH COUNTY,Residential
FL,907561,PALM BEACH COUNTY,Residential
FL,469500,PALM BEACH COUNTY,Residential
FL,403822,PALM BEACH COUNTY,Residential
FL,184140,PALM BEACH COUNTY,Residential
FL,892731,PALM BEACH COUNTY,Residential
FL,953617,PALM BEACH COUNTY,Residential
FL,514541,PALM BEACH COUNTY,Residential
FL,578207,PALM BEACH COUNTY,Commercial
FL,194688,PALM BEACH COUNTY,Residential
FL,877746,PALM BEACH COUNTY,Residential
FL,902174,PALM BEACH COUNTY,Residential
FL,740378,PALM BEACH COUNTY,Commercial
FL,152311,PALM BEACH COUNTY,Residential
FL,695098,PALM BEACH COUNTY,Residential
FL,563458,PALM BEACH COUNTY,Residential
FL,539455,PALM BEACH COUNTY,Commercial
FL,355586,PALM BEACH COUNTY,Residential
FL,658086,PALM BEACH COUNTY,Commercial
FL,652187,PALM BEACH COUNTY,Residential
FL,989311,PALM BEACH COUNTY,Commercial
FL,460042,PALM BEACH COUNTY,Residential
FL,181028,PALM BEACH COUNTY,Residential
FL,543841,PALM BEACH COUNTY,Residential
FL,745770,PALM BEACH COUNTY,Residential
FL,238765,PALM BEACH COUNTY,Residential
FL,882676,PALM BEACH COUNTY,Residential
FL,390031,PALM BEACH COUNTY,Commercial
FL,253559,PALM BEACH COUNTY,Residential
FL,520396,PALM BEACH COUNTY,Residential
FL,449880,PALM BEACH COUNTY,Residential
FL,646334,PALM BEACH COUNTY,Residential
FL,165756,PALM BEACH COUNTY,Residential
FL,488393,PALM BEACH COUNTY,Residential
FL,831638,PALM BEACH COUNTY,Residential
FL,476472,PALM BEACH COUNTY,Residential
FL,840893,PALM BEACH COUNTY,Residential
FL,984131,PALM BEACH COUNTY,Residential
FL,378968,PALM BEACH COUNTY,Residential
FL,734765,PALM BEACH COUNTY,Residential
FL,243176,PALM BEACH COUNTY,Residential
FL,369694,PALM BEACH COUNTY,Residential
FL,725512,PALM BEACH COUNTY,Residential
FL,867910,PALM BEACH COUNTY,Residential
FL,231233,PALM BEACH COUNTY,Residential
FL,625707,PALM BEACH COUNTY,Residential
FL,205739,PALM BEACH COUNTY,Residential
FL,305144,PALM BEACH COUNTY,Residential
FL,392789,PALM BEACH COUNTY,Residential
FL,339628,PALM BEACH COUNTY,Residential
FL,794407,PALM BEACH COUNTY,Residential
FL,300402,PALM BEACH COUNTY,Commercial
FL,749229,PALM BEACH COUNTY,Commercial
FL,328378,PALM BEACH COUNTY,Commercial
FL,743510,PALM BEACH COUNTY,Residential
FL,857394,PALM BEACH COUNTY,Commercial
FL,774745,PALM BEACH COUNTY,Residential
FL,378759,PALM BEACH COUNTY,Residential
FL,507880,PALM BEACH COUNTY,Residential
FL,916986,PALM BEACH COUNTY,Residential
FL,861978,PALM BEACH COUNTY,Commercial
FL,590889,PALM BEACH COUNTY,Residential
FL,704910,PALM BEACH COUNTY,Residential
FL,351793,PALM BEACH COUNTY,Residential
FL,724563,PALM BEACH COUNTY,Residential
FL,841090,PALM BEACH COUNTY,Residential
FL,259624,PALM BEACH COUNTY,Residential
FL,546146,PALM BEACH COUNTY,Residential
FL,902119,PALM BEACH COUNTY,Residential
FL,112709,PALM BEACH COUNTY,Residential
FL,635457,PALM BEACH COUNTY,Residential
FL,830598,PALM BEACH COUNTY,Residential
FL,910266,PALM BEACH COUNTY,Residential
FL,280797,PALM BEACH COUNTY,Residential
FL,990301,PALM BEACH COUNTY,Residential
FL,788083,PALM BEACH COUNTY,Residential
FL,767318,PALM BEACH COUNTY,Residential
FL,753634,PALM BEACH COUNTY,Residential
FL,640070,PALM BEACH COUNTY,Residential
FL,202056,PALM BEACH COUNTY,Residential
FL,994190,PALM BEACH COUNTY,Residential
FL,529549,PALM BEACH COUNTY,Residential
FL,730461,PALM BEACH COUNTY,Residential
FL,401591,PALM BEACH COUNTY,Residential
FL,972038,PALM BEACH COUNTY,Residential
FL,548300,PALM BEACH COUNTY,Residential
FL,432968,PALM BEACH COUNTY,Residential
FL,586554,PALM BEACH COUNTY,Residential
FL,811846,PALM BEACH COUNTY,Residential
FL,268052,PALM BEACH COUNTY,Commercial
FL,882093,PALM BEACH COUNTY,Residential
FL,464000,PALM BEACH COUNTY,Residential
FL,965775,PALM BEACH COUNTY,Residential
FL,723507,PALM BEACH COUNTY,Residential
FL,526228,PALM BEACH COUNTY,Residential
FL,459331,PALM BEACH COUNTY,Residential
FL,364147,PALM BEACH COUNTY,Residential
FL,451138,PALM BEACH COUNTY,Commercial
FL,381079,PALM BEACH COUNTY,Residential
FL,697272,PALM BEACH COUNTY,Residential
FL,155153,PALM BEACH COUNTY,Residential
FL,882539,PALM BEACH COUNTY,Residential
FL,936749,PALM BEACH COUNTY,Commercial
FL,935923,PALM BEACH COUNTY,Commercial
FL,878110,PALM BEACH COUNTY,Commercial
FL,237210,PALM BEACH COUNTY,Commercial
FL,403320,PALM BEACH COUNTY,Residential
FL,570461,PALM BEACH COUNTY,Commercial
FL,962978,PALM BEACH COUNTY,Residential
FL,331046,PALM BEACH COUNTY,Residential
FL,934576,PALM BEACH COUNTY,Residential
FL,169673,PALM BEACH COUNTY,Residential
FL,517952,PALM BEACH COUNTY,Residential
FL,767386,PALM BEACH COUNTY,Residential
FL,517280,PALM BEACH COUNTY,Residential
FL,917823,PALM BEACH COUNTY,Residential
FL,578965,PALM BEACH COUNTY,Residential
FL,876012,PALM BEACH COUNTY,Residential
FL,600215,PALM BEACH COUNTY,Residential
FL,398171,PALM BEACH COUNTY,Residential
FL,137723,PALM BEACH COUNTY,Residential
FL,552234,PALM BEACH COUNTY,Residential
FL,907901,PALM BEACH COUNTY,Residential
FL,972205,PALM BEACH COUNTY,Residential
FL,791275,PALM BEACH COUNTY,Residential
FL,189997,PALM BEACH COUNTY,Residential
FL,942474,PALM BEACH COUNTY,Residential
FL,450734,PALM BEACH COUNTY,Residential
FL,354227,PALM BEACH COUNTY,Residential
FL,235478,PALM BEACH COUNTY,Residential
FL,814942,PALM BEACH COUNTY,Residential
FL,722045,PALM BEACH COUNTY,Residential
FL,950063,PALM BEACH COUNTY,Commercial
FL,495980,PALM BEACH COUNTY,Commercial
FL,127661,PALM BEACH COUNTY,Residential
FL,882974,PALM BEACH COUNTY,Residential
FL,501256,PALM BEACH COUNTY,Residential
FL,718561,PALM BEACH COUNTY,Residential
FL,148802,PALM BEACH COUNTY,Residential
FL,793472,PALM BEACH COUNTY,Residential
FL,973225,PALM BEACH COUNTY,Residential
FL,482841,PALM BEACH COUNTY,Residential
FL,906076,PALM BEACH COUNTY,Residential
FL,489185,PALM BEACH COUNTY,Residential
FL,455653,PALM BEACH COUNTY,Residential
FL,283043,PALM BEACH COUNTY,Commercial
FL,821764,PALM BEACH COUNTY,Residential
FL,668054,PALM BEACH COUNTY,Residential
FL,378213,PALM BEACH COUNTY,Commercial
FL,428821,PALM BEACH COUNTY,Residential
FL,140656,PALM BEACH COUNTY,Residential
FL,484335,PALM BEACH COUNTY,Residential
FL,556885,PALM BEACH COUNTY,Commercial
FL,191232,PALM BEACH COUNTY,Commercial
FL,766765,PALM BEACH COUNTY,Residential
FL,133402,PALM BEACH COUNTY,Residential
FL,446327,PALM BEACH COUNTY,Residential
FL,150704,PALM BEACH COUNTY,Commercial
FL,191488,PALM BEACH COUNTY,Residential
FL,752756,PALM BEACH COUNTY,Residential
FL,153241,PALM BEACH COUNTY,Residential
FL,809524,PALM BEACH COUNTY,Residential
FL,298236,PALM BEACH COUNTY,Residential
FL,524187,PALM BEACH COUNTY,Residential
FL,496804,PALM BEACH COUNTY,Residential
FL,699124,PALM BEACH COUNTY,Residential
FL,115586,PALM BEACH COUNTY,Residential
FL,630453,PALM BEACH COUNTY,Residential
FL,884924,PALM BEACH COUNTY,Residential
FL,130928,PALM BEACH COUNTY,Residential
FL,704692,PALM BEACH COUNTY,Residential
FL,749694,PALM BEACH COUNTY,Residential
FL,751225,PALM BEACH COUNTY,Residential
FL,420215,PALM BEACH COUNTY,Residential
FL,893597,PALM BEACH COUNTY,Residential
FL,876921,PALM BEACH COUNTY,Residential
FL,617336,PALM BEACH COUNTY,Residential
FL,775394,PALM BEACH COUNTY,Residential
FL,259229,PALM BEACH COUNTY,Residential
FL,777332,PALM BEACH COUNTY,Residential
FL,938375,PALM BEACH COUNTY,Residential
FL,694101,PALM BEACH COUNTY,Residential
FL,641423,PALM BEACH COUNTY,Residential
FL,353222,PALM BEACH COUNTY,Residential
FL,596026,PALM BEACH COUNTY,Residential
FL,776576,PALM BEACH COUNTY,Residential
FL,207917,PALM BEACH COUNTY,Residential
FL,495782,PALM BEACH COUNTY,Residential
FL,941808,PALM BEACH COUNTY,Residential
FL,697340,PALM BEACH COUNTY,Residential
FL,256322,PALM BEACH COUNTY,Residential
FL,387467,PALM BEACH COUNTY,Residential
FL,883485,PALM BEACH COUNTY,Residential
FL,309698,PALM BEACH COUNTY,Residential
FL,521080,PALM BEACH COUNTY,Residential
FL,193558,PALM BEACH COUNTY,Residential
FL,224000,PALM BEACH COUNTY,Residential
FL,643969,PALM BEACH COUNTY,Residential
FL,598106,PALM BEACH COUNTY,Residential
FL,384518,PALM BEACH COUNTY,Residential
FL,982660,PALM BEACH COUNTY,Residential
FL,883404,PALM BEACH COUNTY,Residential
FL,741407,PALM BEACH COUNTY,Residential
FL,596752,PALM BEACH COUNTY,Residential
FL,831094,PALM BEACH COUNTY,Commercial
FL,378114,PALM BEACH COUNTY,Residential
FL,855973,PALM BEACH COUNTY,Residential
FL,832748,PALM BEACH COUNTY,Residential
FL,355251,PALM BEACH COUNTY,Residential
FL,582079,PALM BEACH COUNTY,Residential
FL,784231,PALM BEACH COUNTY,Residential
FL,533623,PALM BEACH COUNTY,Residential
FL,541628,PALM BEACH COUNTY,Residential
FL,983038,PALM BEACH COUNTY,Residential
FL,524391,PALM BEACH COUNTY,Residential
FL,257664,PALM BEACH COUNTY,Residential
FL,813519,PALM BEACH COUNTY,Residential
FL,904740,PALM BEACH COUNTY,Residential
FL,218446,PALM BEACH COUNTY,Residential
FL,143308,PALM BEACH COUNTY,Residential
FL,936879,PALM BEACH COUNTY,Residential
FL,932486,PALM BEACH COUNTY,Residential
FL,382370,PALM BEACH COUNTY,Residential
FL,413896,PALM BEACH COUNTY,Residential
FL,822506,PALM BEACH COUNTY,Residential
FL,481040,PALM BEACH COUNTY,Commercial
FL,422838,PALM BEACH COUNTY,Residential
FL,691605,PALM BEACH COUNTY,Residential
FL,256317,PALM BEACH COUNTY,Residential
FL,679479,PALM BEACH COUNTY,Residential
FL,297448,PALM BEACH COUNTY,Residential
FL,957484,PALM BEACH COUNTY,Residential
FL,640282,PALM BEACH COUNTY,Residential
FL,247975,PALM BEACH COUNTY,Residential
FL,266268,PALM BEACH COUNTY,Residential
FL,167571,PALM BEACH COUNTY,Residential
FL,192852,PALM BEACH COUNTY,Residential
FL,442462,PALM BEACH COUNTY,Residential
FL,757970,PALM BEACH COUNTY,Residential
FL,363683,PALM BEACH COUNTY,Residential
FL,683480,PALM BEACH COUNTY,Residential
FL,161883,PALM BEACH COUNTY,Residential
FL,280566,PALM BEACH COUNTY,Residential
FL,686062,PALM BEACH COUNTY,Residential
FL,692151,PALM BEACH COUNTY,Residential
FL,161068,PALM BEACH COUNTY,Residential
FL,658349,PALM BEACH COUNTY,Residential
FL,475472,PALM BEACH COUNTY,Residential
FL,937844,PALM BEACH COUNTY,Residential
FL,855454,PALM BEACH COUNTY,Residential
FL,976633,PALM BEACH COUNTY,Residential
FL,766718,PALM BEACH COUNTY,Residential
FL,746540,PALM BEACH COUNTY,Residential
FL,396005,PALM BEACH COUNTY,Residential
FL,440509,PALM BEACH COUNTY,Residential
FL,655891,PALM BEACH COUNTY,Residential
FL,845632,PALM BEACH COUNTY,Residential
FL,341706,PALM BEACH COUNTY,Residential
FL,774563,PALM BEACH COUNTY,Residential
FL,509783,PALM BEACH COUNTY,Residential
FL,153773,PALM BEACH COUNTY,Residential
FL,696091,PALM BEACH COUNTY,Residential
FL,555445,PALM BEACH COUNTY,Residential
FL,627084,PALM BEACH COUNTY,Residential
FL,998144,PALM BEACH COUNTY,Residential
FL,256886,PALM BEACH COUNTY,Residential
FL,169639,PALM BEACH COUNTY,Residential
FL,349950,PALM BEACH COUNTY,Residential
FL,853657,PALM BEACH COUNTY,Residential
FL,183578,PALM BEACH COUNTY,Residential
FL,671781,PALM BEACH COUNTY,Residential
FL,879511,PALM BEACH COUNTY,Residential
FL,710555,PALM BEACH COUNTY,Residential
FL,124571,PALM BEACH COUNTY,Commercial
FL,979106,PALM BEACH COUNTY,Residential
FL,119128,PALM BEACH COUNTY,Residential
FL,982275,PALM BEACH COUNTY,Residential
FL,719233,PALM BEACH COUNTY,Residential
FL,364769,PALM BEACH COUNTY,Commercial
FL,937638,PALM BEACH COUNTY,Residential
FL,895315,PALM BEACH COUNTY,Commercial
FL,642834,PALM BEACH COUNTY,Residential
FL,910820,PALM BEACH COUNTY,Residential
FL,402044,PALM BEACH COUNTY,Residential
FL,611979,PALM BEACH COUNTY,Residential
FL,406283,PALM BEACH COUNTY,Residential
FL,932601,PALM BEACH COUNTY,Residential
FL,987966,PALM BEACH COUNTY,Residential
FL,624135,PALM BEACH COUNTY,Residential
FL,684761,PALM BEACH COUNTY,Residential
FL,927259,PALM BEACH COUNTY,Residential
FL,755936,PALM BEACH COUNTY,Residential
FL,350590,PALM BEACH COUNTY,Residential
FL,865121,PALM BEACH COUNTY,Residential
FL,434756,PALM BEACH COUNTY,Residential
